,Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,2urvived
446,447,13.0,19.5,1,0,1,2,2.0,1
447,448,34.0,26.55,0,0,0,1,2.0,1
448,449,5.0,19.2583,1,2,1,3,0.0,1
449,450,52.0,30.5,0,0,0,1,2.0,1
450,451,36.0,27.75,0,1,2,2,2.0,0
451,452,28.0,19.9667,0,1,0,3,2.0,0
452,453,30.0,27.75,0,0,0,1,0.0,0
453,454,49.0,89.1042,0,1,0,1,0.0,1
454,455,28.0,8.05,0,0,0,3,2.0,0
455,456,29.0,7.8958,0,0,0,3,0.0,1
456,457,65.0,26.55,0,0,0,1,2.0,0
457,458,28.0,51.8625,1,1,0,1,2.0,1
458,459,50.0,10.5,1,0,0,2,2.0,1
459,460,28.0,7.75,0,0,0,3,1.0,0
460,461,48.0,26.55,0,0,0,1,2.0,1
461,462,34.0,8.05,0,0,0,3,2.0,0
462,463,47.0,38.5,0,0,0,1,2.0,0
463,464,48.0,13.0,0,0,0,2,2.0,0
464,465,28.0,8.05,0,0,0,3,2.0,0
465,466,38.0,7.05,0,0,0,3,2.0,0
466,467,28.0,0.0,0,0,0,2,2.0,0
467,468,56.0,26.55,0,0,0,1,2.0,0
468,469,28.0,7.725,0,0,0,3,1.0,0
469,470,0.75,19.2583,1,2,1,3,0.0,1
470,471,28.0,7.25,0,0,0,3,2.0,0
471,472,38.0,8.6625,0,0,0,3,2.0,0
472,473,33.0,27.75,1,1,2,2,2.0,1
473,474,23.0,13.7917,1,0,0,2,0.0,1
474,475,22.0,9.8375,1,0,0,3,2.0,0
475,476,28.0,52.0,0,0,0,1,2.0,0
476,477,34.0,21.0,0,1,0,2,2.0,0
477,478,29.0,7.0458,0,1,0,3,2.0,0
478,479,22.0,7.5208,0,0,0,3,2.0,0
479,480,2.0,12.2875,1,0,1,3,2.0,1
480,481,9.0,46.9,0,5,2,3,2.0,0
481,482,28.0,0.0,0,0,0,2,2.0,0
482,483,50.0,8.05,0,0,0,3,2.0,0
483,484,63.0,9.5875,1,0,0,3,2.0,1
484,485,25.0,91.0792,0,1,0,1,0.0,1
485,486,28.0,25.4667,1,3,1,3,2.0,0
486,487,35.0,90.0,1,1,0,1,2.0,1
487,488,58.0,29.7,0,0,0,1,0.0,0
488,489,30.0,8.05,0,0,0,3,2.0,0
489,490,9.0,15.9,0,1,1,3,2.0,1
490,491,28.0,19.9667,0,1,0,3,2.0,0
491,492,21.0,7.25,0,0,0,3,2.0,0
492,493,55.0,30.5,0,0,0,1,2.0,0
493,494,71.0,49.5042,0,0,0,1,0.0,0
494,495,21.0,8.05,0,0,0,3,2.0,0
495,496,28.0,14.4583,0,0,0,3,0.0,0
496,497,54.0,78.2667,1,1,0,1,0.0,1
497,498,28.0,15.1,0,0,0,3,2.0,0
498,499,25.0,151.55,1,1,2,1,2.0,0
499,500,24.0,7.7958,0,0,0,3,2.0,0
500,501,17.0,8.6625,0,0,0,3,2.0,0
501,502,21.0,7.75,1,0,0,3,1.0,0
502,503,28.0,7.6292,1,0,0,3,1.0,0
503,504,37.0,9.5875,1,0,0,3,2.0,0
504,505,16.0,86.5,1,0,0,1,2.0,1
505,506,18.0,108.9,0,1,0,1,0.0,0
506,507,33.0,26.0,1,0,2,2,2.0,1
507,508,28.0,26.55,0,0,0,1,2.0,1
508,509,28.0,22.525,0,0,0,3,2.0,0
509,510,26.0,56.4958,0,0,0,3,2.0,1
510,511,29.0,7.75,0,0,0,3,1.0,1
511,512,28.0,8.05,0,0,0,3,2.0,0
512,513,36.0,26.2875,0,0,0,1,2.0,1
513,514,54.0,59.4,1,1,0,1,0.0,1
514,515,24.0,7.4958,0,0,0,3,2.0,0
515,516,47.0,34.0208,0,0,0,1,2.0,0
516,517,34.0,10.5,1,0,0,2,2.0,1
517,518,28.0,24.15,0,0,0,3,1.0,0
518,519,36.0,26.0,1,1,0,2,2.0,1
519,520,32.0,7.8958,0,0,0,3,2.0,0
520,521,30.0,93.5,1,0,0,1,2.0,1
521,522,22.0,7.8958,0,0,0,3,2.0,0
522,523,28.0,7.225,0,0,0,3,0.0,0
523,524,44.0,57.9792,1,0,1,1,0.0,1
524,525,28.0,7.2292,0,0,0,3,0.0,0
525,526,40.5,7.75,0,0,0,3,1.0,0
526,527,50.0,10.5,1,0,0,2,2.0,1
527,528,28.0,221.7792,0,0,0,1,2.0,0
528,529,39.0,7.925,0,0,0,3,2.0,0
529,530,23.0,11.5,0,2,1,2,2.0,0
530,531,2.0,26.0,1,1,1,2,2.0,1
531,532,28.0,7.2292,0,0,0,3,0.0,0
532,533,17.0,7.2292,0,1,1,3,0.0,0
533,534,28.0,22.3583,1,0,2,3,0.0,1
534,535,30.0,8.6625,1,0,0,3,2.0,0
535,536,7.0,26.25,1,0,2,2,2.0,1
536,537,45.0,26.55,0,0,0,1,2.0,0
537,538,30.0,106.425,1,0,0,1,0.0,1
538,539,28.0,14.5,0,0,0,3,2.0,0
539,540,22.0,49.5,1,0,2,1,0.0,1
540,541,36.0,71.0,1,0,2,1,2.0,1
541,542,9.0,31.275,1,4,2,3,2.0,0
542,543,11.0,31.275,1,4,2,3,2.0,0
543,544,32.0,26.0,0,1,0,2,2.0,1
544,545,50.0,106.425,0,1,0,1,0.0,0
545,546,64.0,26.0,0,0,0,1,2.0,0
546,547,19.0,26.0,1,1,0,2,2.0,1
547,548,28.0,13.8625,0,0,0,2,0.0,1
548,549,33.0,20.525,0,1,1,3,2.0,0
549,550,8.0,36.75,0,1,1,2,2.0,1
550,551,17.0,110.8833,0,0,2,1,0.0,1
551,552,27.0,26.0,0,0,0,2,2.0,0
552,553,28.0,7.8292,0,0,0,3,1.0,0
553,554,22.0,7.225,0,0,0,3,0.0,1
554,555,22.0,7.775,1,0,0,3,2.0,1
555,556,62.0,26.55,0,0,0,1,2.0,0
556,557,48.0,39.6,1,1,0,1,0.0,1
557,558,28.0,227.525,0,0,0,1,0.0,0
558,559,39.0,79.65,1,1,1,1,2.0,1
559,560,36.0,17.4,1,1,0,3,2.0,1
560,561,28.0,7.75,0,0,0,3,1.0,0
561,562,40.0,7.8958,0,0,0,3,2.0,0
562,563,28.0,13.5,0,0,0,2,2.0,0
563,564,28.0,8.05,0,0,0,3,2.0,0
564,565,28.0,8.05,1,0,0,3,2.0,0
565,566,24.0,24.15,0,2,0,3,2.0,0
566,567,19.0,7.8958,0,0,0,3,2.0,0
567,568,29.0,21.075,1,0,4,3,2.0,0
568,569,28.0,7.2292,0,0,0,3,0.0,0
569,570,32.0,7.8542,0,0,0,3,2.0,1
570,571,62.0,10.5,0,0,0,2,2.0,1
571,572,53.0,51.4792,1,2,0,1,2.0,1
572,573,36.0,26.3875,0,0,0,1,2.0,1
573,574,28.0,7.75,1,0,0,3,1.0,1
574,575,16.0,8.05,0,0,0,3,2.0,0
575,576,19.0,14.5,0,0,0,3,2.0,0
576,577,34.0,13.0,1,0,0,2,2.0,1
577,578,39.0,55.9,1,1,0,1,2.0,1
578,579,28.0,14.4583,1,1,0,3,0.0,0
579,580,32.0,7.925,0,0,0,3,2.0,1
580,581,25.0,30.0,1,1,1,2,2.0,1
581,582,39.0,110.8833,1,1,1,1,0.0,1
582,583,54.0,26.0,0,0,0,2,2.0,0
583,584,36.0,40.125,0,0,0,1,0.0,0
584,585,28.0,8.7125,0,0,0,3,0.0,0
585,586,18.0,79.65,1,0,2,1,2.0,1
586,587,47.0,15.0,0,0,0,2,2.0,0
587,588,60.0,79.2,0,1,1,1,0.0,1
588,589,22.0,8.05,0,0,0,3,2.0,0
589,590,28.0,8.05,0,0,0,3,2.0,0
590,591,35.0,7.125,0,0,0,3,2.0,0
591,592,52.0,78.2667,1,1,0,1,0.0,1
592,593,47.0,7.25,0,0,0,3,2.0,0
593,594,28.0,7.75,1,0,2,3,1.0,0
594,595,37.0,26.0,0,1,0,2,2.0,0
595,596,36.0,24.15,0,1,1,3,2.0,0
596,597,28.0,33.0,1,0,0,2,2.0,1
597,598,49.0,0.0,0,0,0,3,2.0,0
598,599,28.0,7.225,0,0,0,3,0.0,0
599,600,49.0,56.9292,0,1,0,1,0.0,1
600,601,24.0,27.0,1,2,1,2,2.0,1
601,602,28.0,7.8958,0,0,0,3,2.0,0
602,603,28.0,42.4,0,0,0,1,2.0,0
603,604,44.0,8.05,0,0,0,3,2.0,0
604,605,35.0,26.55,0,0,0,1,0.0,1
605,606,36.0,15.55,0,1,0,3,2.0,0
606,607,30.0,7.8958,0,0,0,3,2.0,0
607,608,27.0,30.5,0,0,0,1,2.0,1
608,609,22.0,41.5792,1,1,2,2,0.0,1
609,610,40.0,153.4625,1,0,0,1,2.0,1
610,611,39.0,31.275,1,1,5,3,2.0,0
611,612,28.0,7.05,0,0,0,3,2.0,0
612,613,28.0,15.5,1,1,0,3,1.0,1
613,614,28.0,7.75,0,0,0,3,1.0,0
614,615,35.0,8.05,0,0,0,3,2.0,0
615,616,24.0,65.0,1,1,2,2,2.0,1
616,617,34.0,14.4,0,1,1,3,2.0,0
617,618,26.0,16.1,1,1,0,3,2.0,0
618,619,4.0,39.0,1,2,1,2,2.0,1
619,620,26.0,10.5,0,0,0,2,2.0,0
620,621,27.0,14.4542,0,1,0,3,0.0,0
621,622,42.0,52.5542,0,1,0,1,2.0,1
622,623,20.0,15.7417,0,1,1,3,0.0,1
623,624,21.0,7.8542,0,0,0,3,2.0,0
624,625,21.0,16.1,0,0,0,3,2.0,0
625,626,61.0,32.3208,0,0,0,1,2.0,0
626,627,57.0,12.35,0,0,0,2,1.0,0
627,628,21.0,77.9583,1,0,0,1,2.0,1
628,629,26.0,7.8958,0,0,0,3,2.0,0
629,630,28.0,7.7333,0,0,0,3,1.0,0
630,631,80.0,30.0,0,0,0,1,2.0,1
631,632,51.0,7.0542,0,0,0,3,2.0,0
632,633,32.0,30.5,0,0,0,1,0.0,1
633,634,28.0,0.0,0,0,0,1,2.0,0
634,635,9.0,27.9,1,3,2,3,2.0,0
635,636,28.0,13.0,1,0,0,2,2.0,1
636,637,32.0,7.925,0,0,0,3,2.0,0
637,638,31.0,26.25,0,1,1,2,2.0,0
638,639,41.0,39.6875,1,0,5,3,2.0,0
639,640,28.0,16.1,0,1,0,3,2.0,0
640,641,20.0,7.8542,0,0,0,3,2.0,0
641,642,24.0,69.3,1,0,0,1,0.0,1
642,643,2.0,27.9,1,3,2,3,2.0,0
643,644,28.0,56.4958,0,0,0,3,2.0,1
644,645,0.75,19.2583,1,2,1,3,0.0,1
645,646,48.0,76.7292,0,1,0,1,0.0,1
646,647,19.0,7.8958,0,0,0,3,2.0,0
647,648,56.0,35.5,0,0,0,1,0.0,1
648,649,28.0,7.55,0,0,0,3,2.0,0
649,650,23.0,7.55,1,0,0,3,2.0,1
650,651,28.0,7.8958,0,0,0,3,2.0,0
651,652,18.0,23.0,1,0,1,2,2.0,1
652,653,21.0,8.4333,0,0,0,3,2.0,0
653,654,28.0,7.8292,1,0,0,3,1.0,1
654,655,18.0,6.75,1,0,0,3,1.0,0
655,656,24.0,73.5,0,2,0,2,2.0,0
656,657,28.0,7.8958,0,0,0,3,2.0,0
657,658,32.0,15.5,1,1,1,3,1.0,0
658,659,23.0,13.0,0,0,0,2,2.0,0
659,660,58.0,113.275,0,0,2,1,0.0,0
660,661,50.0,133.65,0,2,0,1,2.0,1
661,662,40.0,7.225,0,0,0,3,0.0,0
662,663,47.0,25.5875,0,0,0,1,2.0,0
663,664,36.0,7.4958,0,0,0,3,2.0,0
664,665,20.0,7.925,0,1,0,3,2.0,1
665,666,32.0,73.5,0,2,0,2,2.0,0
666,667,25.0,13.0,0,0,0,2,2.0,0
667,668,28.0,7.775,0,0,0,3,2.0,0
668,669,43.0,8.05,0,0,0,3,2.0,0
669,670,28.0,52.0,1,1,0,1,2.0,1
670,671,40.0,39.0,1,1,1,2,2.0,1
671,672,31.0,52.0,0,1,0,1,2.0,0
672,673,70.0,10.5,0,0,0,2,2.0,0
673,674,31.0,13.0,0,0,0,2,2.0,1
674,675,28.0,0.0,0,0,0,2,2.0,0
675,676,18.0,7.775,0,0,0,3,2.0,0
676,677,24.5,8.05,0,0,0,3,2.0,0
677,678,18.0,9.8417,1,0,0,3,2.0,1
678,679,43.0,46.9,1,1,6,3,2.0,0
679,680,36.0,512.3292,0,0,1,1,0.0,1
680,681,28.0,8.1375,1,0,0,3,1.0,0
681,682,27.0,76.7292,0,0,0,1,0.0,1
682,683,20.0,9.225,0,0,0,3,2.0,0
683,684,14.0,46.9,0,5,2,3,2.0,0
684,685,60.0,39.0,0,1,1,2,2.0,0
685,686,25.0,41.5792,0,1,2,2,0.0,0
686,687,14.0,39.6875,0,4,1,3,2.0,0
687,688,19.0,10.1708,0,0,0,3,2.0,0
688,689,18.0,7.7958,0,0,0,3,2.0,0
689,690,15.0,211.3375,1,0,1,1,2.0,1
690,691,31.0,57.0,0,1,0,1,2.0,1
691,692,4.0,13.4167,1,0,1,3,0.0,1
692,693,28.0,56.4958,0,0,0,3,2.0,1
693,694,25.0,7.225,0,0,0,3,0.0,0
694,695,60.0,26.55,0,0,0,1,2.0,0
695,696,52.0,13.5,0,0,0,2,2.0,0
696,697,44.0,8.05,0,0,0,3,2.0,0
697,698,28.0,7.7333,1,0,0,3,1.0,1
698,699,49.0,110.8833,0,1,1,1,0.0,0
699,700,42.0,7.65,0,0,0,3,2.0,0
700,701,18.0,227.525,1,1,0,1,0.0,1
701,702,35.0,26.2875,0,0,0,1,2.0,1
702,703,18.0,14.4542,1,0,1,3,0.0,0
703,704,25.0,7.7417,0,0,0,3,1.0,0
704,705,26.0,7.8542,0,1,0,3,2.0,0
705,706,39.0,26.0,0,0,0,2,2.0,0
706,707,45.0,13.5,1,0,0,2,2.0,1
707,708,42.0,26.2875,0,0,0,1,2.0,1
708,709,22.0,151.55,1,0,0,1,2.0,1
709,710,28.0,15.2458,0,1,1,3,0.0,1
710,711,24.0,49.5042,1,0,0,1,0.0,1
711,712,28.0,26.55,0,0,0,1,2.0,0
712,713,48.0,52.0,0,1,0,1,2.0,1
713,714,29.0,9.4833,0,0,0,3,2.0,0
714,715,52.0,13.0,0,0,0,2,2.0,0
715,716,19.0,7.65,0,0,0,3,2.0,0
716,717,38.0,227.525,1,0,0,1,0.0,1
717,718,27.0,10.5,1,0,0,2,2.0,1
718,719,28.0,15.5,0,0,0,3,1.0,0
719,720,33.0,7.775,0,0,0,3,2.0,0
720,721,6.0,33.0,1,0,1,2,2.0,1
721,722,17.0,7.0542,0,1,0,3,2.0,0
722,723,34.0,13.0,0,0,0,2,2.0,0
723,724,50.0,13.0,0,0,0,2,2.0,0
724,725,27.0,53.1,0,1,0,1,2.0,1
725,726,20.0,8.6625,0,0,0,3,2.0,0
726,727,30.0,21.0,1,3,0,2,2.0,1
727,728,28.0,7.7375,1,0,0,3,1.0,1
728,729,25.0,26.0,0,1,0,2,2.0,0
729,730,25.0,7.925,1,1,0,3,2.0,0
730,731,29.0,211.3375,1,0,0,1,2.0,1
731,732,11.0,18.7875,0,0,0,3,0.0,0
732,733,28.0,0.0,0,0,0,2,2.0,0
733,734,23.0,13.0,0,0,0,2,2.0,0
734,735,23.0,13.0,0,0,0,2,2.0,0
735,736,28.5,16.1,0,0,0,3,2.0,0
736,737,48.0,34.375,1,1,3,3,2.0,0
737,738,35.0,512.3292,0,0,0,1,0.0,1
738,739,28.0,7.8958,0,0,0,3,2.0,0
739,740,28.0,7.8958,0,0,0,3,2.0,0
740,741,28.0,30.0,0,0,0,1,2.0,1
741,742,36.0,78.85,0,1,0,1,2.0,0
742,743,21.0,262.375,1,2,2,1,0.0,1
743,744,24.0,16.1,0,1,0,3,2.0,0
744,745,31.0,7.925,0,0,0,3,2.0,1
745,746,70.0,71.0,0,1,1,1,2.0,0
746,747,16.0,20.25,0,1,1,3,2.0,0
747,748,30.0,13.0,1,0,0,2,2.0,1
748,749,19.0,53.1,0,1,0,1,2.0,0
749,750,31.0,7.75,0,0,0,3,1.0,0
750,751,4.0,23.0,1,1,1,2,2.0,1
751,752,6.0,12.475,0,0,1,3,2.0,1
752,753,33.0,9.5,0,0,0,3,2.0,0
753,754,23.0,7.8958,0,0,0,3,2.0,0
754,755,48.0,65.0,1,1,2,2,2.0,1
755,756,0.67,14.5,0,1,1,2,2.0,1
756,757,28.0,7.7958,0,0,0,3,2.0,0
757,758,18.0,11.5,0,0,0,2,2.0,0
758,759,34.0,8.05,0,0,0,3,2.0,0
759,760,33.0,86.5,1,0,0,1,2.0,1
760,761,28.0,14.5,0,0,0,3,2.0,0
761,762,41.0,7.125,0,0,0,3,2.0,0
762,763,20.0,7.2292,0,0,0,3,0.0,1
763,764,36.0,120.0,1,1,2,1,2.0,1
764,765,16.0,7.775,0,0,0,3,2.0,0
765,766,51.0,77.9583,1,1,0,1,2.0,1
766,767,28.0,39.6,0,0,0,1,0.0,0
767,768,30.5,7.75,1,0,0,3,1.0,0
768,769,28.0,24.15,0,1,0,3,1.0,0
769,770,32.0,8.3625,0,0,0,3,2.0,0
770,771,24.0,9.5,0,0,0,3,2.0,0
771,772,48.0,7.8542,0,0,0,3,2.0,0
772,773,57.0,10.5,1,0,0,2,2.0,0
773,774,28.0,7.225,0,0,0,3,0.0,0
774,775,54.0,23.0,1,1,3,2,2.0,1
775,776,18.0,7.75,0,0,0,3,2.0,0
776,777,28.0,7.75,0,0,0,3,1.0,0
777,778,5.0,12.475,1,0,0,3,2.0,1
778,779,28.0,7.7375,0,0,0,3,1.0,0
779,780,43.0,211.3375,1,0,1,1,2.0,1
780,781,13.0,7.2292,1,0,0,3,0.0,1
781,782,17.0,57.0,1,1,0,1,2.0,1
782,783,29.0,30.0,0,0,0,1,2.0,0
783,784,28.0,23.45,0,1,2,3,2.0,0
784,785,25.0,7.05,0,0,0,3,2.0,0
785,786,25.0,7.25,0,0,0,3,2.0,0
786,787,18.0,7.4958,1,0,0,3,2.0,1
787,788,8.0,29.125,0,4,1,3,1.0,0
788,789,1.0,20.575,0,1,2,3,2.0,1
789,790,46.0,79.2,0,0,0,1,0.0,0
790,791,28.0,7.75,0,0,0,3,1.0,0
791,792,16.0,26.0,0,0,0,2,2.0,0
792,793,28.0,69.55,1,8,2,3,2.0,0
793,794,28.0,30.6958,0,0,0,1,0.0,0
794,795,25.0,7.8958,0,0,0,3,2.0,0
795,796,39.0,13.0,0,0,0,2,2.0,0
796,797,49.0,25.9292,1,0,0,1,2.0,1
797,798,31.0,8.6833,1,0,0,3,2.0,1
798,799,30.0,7.2292,0,0,0,3,0.0,0
799,800,30.0,24.15,1,1,1,3,2.0,0
800,801,34.0,13.0,0,0,0,2,2.0,0
801,802,31.0,26.25,1,1,1,2,2.0,1
802,803,11.0,120.0,0,1,2,1,2.0,1
803,804,0.42,8.5167,0,0,1,3,0.0,1
804,805,27.0,6.975,0,0,0,3,2.0,1
805,806,31.0,7.775,0,0,0,3,2.0,0
806,807,39.0,0.0,0,0,0,1,2.0,0
807,808,18.0,7.775,1,0,0,3,2.0,0
808,809,39.0,13.0,0,0,0,2,2.0,0
809,810,33.0,53.1,1,1,0,1,2.0,1
810,811,26.0,7.8875,0,0,0,3,2.0,0
811,812,39.0,24.15,0,0,0,3,2.0,0
812,813,35.0,10.5,0,0,0,2,2.0,0
813,814,6.0,31.275,1,4,2,3,2.0,0
814,815,30.5,8.05,0,0,0,3,2.0,0
815,816,28.0,0.0,0,0,0,1,2.0,0
816,817,23.0,7.925,1,0,0,3,2.0,0
817,818,31.0,37.0042,0,1,1,2,0.0,0
818,819,43.0,6.45,0,0,0,3,2.0,0
819,820,10.0,27.9,0,3,2,3,2.0,0
820,821,52.0,93.5,1,1,1,1,2.0,1
821,822,27.0,8.6625,0,0,0,3,2.0,1
822,823,38.0,0.0,0,0,0,1,2.0,0
823,824,27.0,12.475,1,0,1,3,2.0,1
824,825,2.0,39.6875,0,4,1,3,2.0,0
825,826,28.0,6.95,0,0,0,3,1.0,0
826,827,28.0,56.4958,0,0,0,3,2.0,0
827,828,1.0,37.0042,0,0,2,2,0.0,1
828,829,28.0,7.75,0,0,0,3,1.0,1
830,831,15.0,14.4542,1,1,0,3,0.0,1
831,832,0.83,18.75,0,1,1,2,2.0,1
832,833,28.0,7.2292,0,0,0,3,0.0,0
833,834,23.0,7.8542,0,0,0,3,2.0,0
834,835,18.0,8.3,0,0,0,3,2.0,0
835,836,39.0,83.1583,1,1,1,1,0.0,1
836,837,21.0,8.6625,0,0,0,3,2.0,0
837,838,28.0,8.05,0,0,0,3,2.0,0
838,839,32.0,56.4958,0,0,0,3,2.0,1
839,840,28.0,29.7,0,0,0,1,0.0,1
840,841,20.0,7.925,0,0,0,3,2.0,0
841,842,16.0,10.5,0,0,0,2,2.0,0
842,843,30.0,31.0,1,0,0,1,0.0,1
843,844,34.5,6.4375,0,0,0,3,0.0,0
844,845,17.0,8.6625,0,0,0,3,2.0,0
845,846,42.0,7.55,0,0,0,3,2.0,0
846,847,28.0,69.55,0,8,2,3,2.0,0
847,848,35.0,7.8958,0,0,0,3,0.0,0
848,849,28.0,33.0,0,0,1,2,2.0,0
849,850,28.0,89.1042,1,1,0,1,0.0,1
850,851,4.0,31.275,0,4,2,3,2.0,0
851,852,74.0,7.775,0,0,0,3,2.0,0
852,853,9.0,15.2458,1,1,1,3,0.0,0
853,854,16.0,39.4,1,0,1,1,2.0,1
854,855,44.0,26.0,1,1,0,2,2.0,0
855,856,18.0,9.35,1,0,1,3,2.0,1
856,857,45.0,164.8667,1,1,1,1,2.0,1
857,858,51.0,26.55,0,0,0,1,2.0,1
858,859,24.0,19.2583,1,0,3,3,0.0,1
859,860,28.0,7.2292,0,0,0,3,0.0,0
860,861,41.0,14.1083,0,2,0,3,2.0,0
861,862,21.0,11.5,0,1,0,2,2.0,0
862,863,48.0,25.9292,1,0,0,1,2.0,1
863,864,28.0,69.55,1,8,2,3,2.0,0
864,865,24.0,13.0,0,0,0,2,2.0,0
865,866,42.0,13.0,1,0,0,2,2.0,1
866,867,27.0,13.8583,1,1,0,2,0.0,1
867,868,31.0,50.4958,0,0,0,1,2.0,0
868,869,28.0,9.5,0,0,0,3,2.0,0
869,870,4.0,11.1333,0,1,1,3,2.0,1
870,871,26.0,7.8958,0,0,0,3,2.0,0
871,872,47.0,52.5542,1,1,1,1,2.0,1
872,873,33.0,5.0,0,0,0,1,2.0,0
873,874,47.0,9.0,0,0,0,3,2.0,0
874,875,28.0,24.0,1,1,0,2,0.0,1
875,876,15.0,7.225,1,0,0,3,0.0,1
876,877,20.0,9.8458,0,0,0,3,2.0,0
877,878,19.0,7.8958,0,0,0,3,2.0,0
878,879,28.0,7.8958,0,0,0,3,2.0,0
879,880,56.0,83.1583,1,0,1,1,0.0,1
880,881,25.0,26.0,1,0,1,2,2.0,1
881,882,33.0,7.8958,0,0,0,3,2.0,0
882,883,22.0,10.5167,1,0,0,3,2.0,0
883,884,28.0,10.5,0,0,0,2,2.0,0
884,885,25.0,7.05,0,0,0,3,2.0,0
885,886,39.0,29.125,1,0,5,3,1.0,0
886,887,27.0,13.0,0,0,0,2,2.0,0
