,Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,2urvived
887,888,19.0,30.0,1,0,0,1,2.0,1
888,889,28.0,23.45,1,1,2,3,2.0,0
889,890,26.0,30.0,0,0,0,1,0.0,1
890,891,32.0,7.75,0,0,0,3,1.0,0
891,892,34.5,7.8292,0,0,0,3,1.0,0
892,893,47.0,7.0,1,1,0,3,2.0,0
893,894,62.0,9.6875,0,0,0,2,1.0,0
894,895,27.0,8.6625,0,0,0,3,2.0,0
895,896,22.0,12.2875,1,1,1,3,2.0,0
896,897,14.0,9.225,0,0,0,3,2.0,0
897,898,30.0,7.6292,1,0,0,3,1.0,0
898,899,26.0,29.0,0,1,1,2,2.0,0
899,900,18.0,7.2292,1,0,0,3,0.0,0
900,901,21.0,24.15,0,2,0,3,2.0,0
901,902,28.0,7.8958,0,0,0,3,2.0,0
902,903,46.0,26.0,0,0,0,1,2.0,0
903,904,23.0,82.2667,1,1,0,1,2.0,0
904,905,63.0,26.0,0,1,0,2,2.0,0
905,906,47.0,61.175,1,1,0,1,2.0,0
906,907,24.0,27.7208,1,1,0,2,0.0,0
907,908,35.0,12.35,0,0,0,2,1.0,0
908,909,21.0,7.225,0,0,0,3,0.0,0
909,910,27.0,7.925,1,1,0,3,2.0,0
910,911,45.0,7.225,1,0,0,3,0.0,0
911,912,55.0,59.4,0,1,0,1,0.0,0
912,913,9.0,3.1708,0,0,1,3,2.0,0
913,914,28.0,31.6833,1,0,0,1,2.0,0
914,915,21.0,61.3792,0,0,1,1,0.0,0
915,916,48.0,262.375,1,1,3,1,0.0,0
916,917,50.0,14.5,0,1,0,3,2.0,0
917,918,22.0,61.9792,1,0,1,1,0.0,0
918,919,22.5,7.225,0,0,0,3,0.0,0
919,920,41.0,30.5,0,0,0,1,2.0,0
920,921,28.0,21.6792,0,2,0,3,0.0,0
921,922,50.0,26.0,0,1,0,2,2.0,0
922,923,24.0,31.5,0,2,0,2,2.0,0
923,924,33.0,20.575,1,1,2,3,2.0,0
924,925,28.0,23.45,1,1,2,3,2.0,0
925,926,30.0,57.75,0,1,0,1,0.0,0
926,927,18.5,7.2292,0,0,0,3,0.0,0
927,928,28.0,8.05,1,0,0,3,2.0,0
928,929,21.0,8.6625,1,0,0,3,2.0,0
929,930,25.0,9.5,0,0,0,3,2.0,0
930,931,28.0,56.4958,0,0,0,3,2.0,0
931,932,39.0,13.4167,0,0,1,3,0.0,0
932,933,28.0,26.55,0,0,0,1,2.0,0
933,934,41.0,7.85,0,0,0,3,2.0,0
934,935,30.0,13.0,1,0,0,2,2.0,0
935,936,45.0,52.5542,1,1,0,1,2.0,0
936,937,25.0,7.925,0,0,0,3,2.0,0
937,938,45.0,29.7,0,0,0,1,0.0,0
938,939,28.0,7.75,0,0,0,3,1.0,0
939,940,60.0,76.2917,1,0,0,1,0.0,0
940,941,36.0,15.9,1,0,2,3,2.0,0
941,942,24.0,60.0,0,1,0,1,2.0,0
942,943,27.0,15.0333,0,0,0,2,0.0,0
943,944,20.0,23.0,1,2,1,2,2.0,0
944,945,28.0,263.0,1,3,2,1,2.0,0
945,946,28.0,15.5792,0,0,0,2,0.0,0
946,947,10.0,29.125,0,4,1,3,1.0,0
947,948,35.0,7.8958,0,0,0,3,2.0,0
948,949,25.0,7.65,0,0,0,3,2.0,0
949,950,28.0,16.1,0,1,0,3,2.0,0
950,951,36.0,262.375,1,0,0,1,0.0,0
951,952,17.0,7.8958,0,0,0,3,2.0,0
952,953,32.0,13.5,0,0,0,2,2.0,0
953,954,18.0,7.75,0,0,0,3,2.0,0
954,955,22.0,7.725,1,0,0,3,1.0,0
955,956,13.0,262.375,0,2,2,1,0.0,0
956,957,28.0,21.0,1,0,0,2,2.0,0
957,958,18.0,7.8792,1,0,0,3,1.0,0
958,959,47.0,42.4,0,0,0,1,2.0,0
959,960,31.0,28.5375,0,0,0,1,0.0,0
960,961,60.0,263.0,1,1,4,1,2.0,0
961,962,24.0,7.75,1,0,0,3,1.0,0
962,963,21.0,7.8958,0,0,0,3,2.0,0
963,964,29.0,7.925,1,0,0,3,2.0,0
964,965,28.5,27.7208,0,0,0,1,0.0,0
965,966,35.0,211.5,1,0,0,1,0.0,0
966,967,32.5,211.5,0,0,0,1,0.0,0
967,968,28.0,8.05,0,0,0,3,2.0,0
968,969,55.0,25.7,1,2,0,1,2.0,0
969,970,30.0,13.0,0,0,0,2,2.0,0
970,971,24.0,7.75,1,0,0,3,1.0,0
971,972,6.0,15.2458,0,1,1,3,0.0,0
972,973,67.0,221.7792,0,1,0,1,2.0,0
973,974,49.0,26.0,0,0,0,1,2.0,0
974,975,28.0,7.8958,0,0,0,3,2.0,0
975,976,28.0,10.7083,0,0,0,2,1.0,0
976,977,28.0,14.4542,0,1,0,3,0.0,0
977,978,27.0,7.8792,1,0,0,3,1.0,0
978,979,18.0,8.05,1,0,0,3,2.0,0
979,980,28.0,7.75,1,0,0,3,1.0,0
980,981,2.0,23.0,0,1,1,2,2.0,0
981,982,22.0,13.9,1,1,0,3,2.0,0
982,983,28.0,7.775,0,0,0,3,2.0,0
983,984,27.0,52.0,1,1,2,1,2.0,0
984,985,28.0,8.05,0,0,0,3,2.0,0
985,986,25.0,26.0,0,0,0,1,0.0,0
986,987,25.0,7.7958,0,0,0,3,2.0,0
987,988,76.0,78.85,1,1,0,1,2.0,0
988,989,29.0,7.925,0,0,0,3,2.0,0
989,990,20.0,7.8542,1,0,0,3,2.0,0
990,991,33.0,8.05,0,0,0,3,2.0,0
991,992,43.0,55.4417,1,1,0,1,0.0,0
992,993,27.0,26.0,0,1,0,2,2.0,0
993,994,28.0,7.75,0,0,0,3,1.0,0
994,995,26.0,7.775,0,0,0,3,2.0,0
995,996,16.0,8.5167,1,1,1,3,0.0,0
996,997,28.0,22.525,0,0,0,3,2.0,0
997,998,21.0,7.8208,0,0,0,3,1.0,0
998,999,28.0,7.75,0,0,0,3,1.0,0
999,1000,28.0,8.7125,0,0,0,3,2.0,0
1000,1001,18.5,13.0,0,0,0,2,2.0,0
1001,1002,41.0,15.0458,0,0,0,2,0.0,0
1002,1003,28.0,7.7792,1,0,0,3,1.0,0
1003,1004,36.0,31.6792,1,0,0,1,0.0,0
1004,1005,18.5,7.2833,1,0,0,3,1.0,0
1005,1006,63.0,221.7792,1,1,0,1,2.0,0
1006,1007,18.0,14.4542,0,1,0,3,0.0,0
1007,1008,28.0,6.4375,0,0,0,3,0.0,0
1008,1009,1.0,16.7,1,1,1,3,2.0,0
1009,1010,36.0,75.2417,0,0,0,1,0.0,0
1010,1011,29.0,26.0,1,1,0,2,2.0,0
1011,1012,12.0,15.75,1,0,0,2,2.0,0
1012,1013,28.0,7.75,0,1,0,3,1.0,0
1013,1014,35.0,57.75,1,1,0,1,0.0,0
1014,1015,28.0,7.25,0,0,0,3,2.0,0
1015,1016,28.0,7.75,0,0,0,3,1.0,0
1016,1017,17.0,16.1,1,0,1,3,2.0,0
1017,1018,22.0,7.7958,0,0,0,3,2.0,0
1018,1019,28.0,23.25,1,2,0,3,1.0,0
1019,1020,42.0,13.0,0,0,0,2,2.0,0
1020,1021,24.0,8.05,0,0,0,3,2.0,0
1021,1022,32.0,8.05,0,0,0,3,2.0,0
1022,1023,53.0,28.5,0,0,0,1,0.0,0
1023,1024,28.0,25.4667,1,0,4,3,2.0,0
1024,1025,28.0,6.4375,0,1,0,3,0.0,0
1025,1026,43.0,7.8958,0,0,0,3,2.0,0
1026,1027,24.0,7.8542,0,0,0,3,2.0,0
1027,1028,26.5,7.225,0,0,0,3,0.0,0
1028,1029,26.0,13.0,0,0,0,2,2.0,0
1029,1030,23.0,8.05,1,0,0,3,2.0,0
1030,1031,40.0,46.9,0,1,6,3,2.0,0
1031,1032,10.0,46.9,1,5,2,3,2.0,0
1032,1033,33.0,151.55,1,0,0,1,2.0,0
1033,1034,61.0,262.375,0,1,3,1,0.0,0
1034,1035,28.0,26.0,0,0,0,2,2.0,0
1035,1036,42.0,26.55,0,0,0,1,2.0,0
1036,1037,31.0,18.0,0,3,0,3,2.0,0
1037,1038,28.0,51.8625,0,0,0,1,2.0,0
1038,1039,22.0,8.05,0,0,0,3,2.0,0
1039,1040,28.0,26.55,0,0,0,1,2.0,0
1040,1041,30.0,26.0,0,1,1,2,2.0,0
1041,1042,23.0,83.1583,1,0,1,1,0.0,0
1042,1043,28.0,7.8958,0,0,0,3,0.0,0
1043,1044,60.5,14.4542,0,0,0,3,2.0,0
1044,1045,36.0,12.1833,1,0,2,3,2.0,0
1045,1046,13.0,31.3875,0,4,2,3,2.0,0
1046,1047,24.0,7.55,0,0,0,3,2.0,0
1047,1048,29.0,221.7792,1,0,0,1,2.0,0
1048,1049,23.0,7.8542,1,0,0,3,2.0,0
1049,1050,42.0,26.55,0,0,0,1,2.0,0
1050,1051,26.0,13.775,1,0,2,3,2.0,0
1051,1052,28.0,7.7333,1,0,0,3,1.0,0
1052,1053,7.0,15.2458,0,1,1,3,0.0,0
1053,1054,26.0,13.5,1,0,0,2,2.0,0
1054,1055,28.0,7.0,0,0,0,3,2.0,0
1055,1056,41.0,13.0,0,0,0,2,2.0,0
1056,1057,26.0,22.025,1,1,1,3,2.0,0
1057,1058,48.0,50.4958,0,0,0,1,0.0,0
1058,1059,18.0,34.375,0,2,2,3,2.0,0
1059,1060,28.0,27.7208,1,0,0,1,0.0,0
1060,1061,22.0,8.9625,1,0,0,3,2.0,0
1061,1062,28.0,7.55,0,0,0,3,2.0,0
1062,1063,27.0,7.225,0,0,0,3,0.0,0
1063,1064,23.0,13.9,0,1,0,3,2.0,0
1064,1065,28.0,7.2292,0,0,0,3,0.0,0
1065,1066,40.0,31.3875,0,1,5,3,2.0,0
1066,1067,15.0,39.0,1,0,2,2,2.0,0
1067,1068,20.0,36.75,1,0,0,2,2.0,0
1068,1069,54.0,55.4417,0,1,0,1,0.0,0
1069,1070,36.0,39.0,1,0,3,2,2.0,0
1070,1071,64.0,83.1583,1,0,2,1,0.0,0
1071,1072,30.0,13.0,0,0,0,2,2.0,0
1072,1073,37.0,83.1583,0,1,1,1,0.0,0
1073,1074,18.0,53.1,1,1,0,1,2.0,0
1074,1075,28.0,7.75,0,0,0,3,1.0,0
1075,1076,27.0,247.5208,1,1,1,1,0.0,0
1076,1077,40.0,16.0,0,0,0,2,2.0,0
1077,1078,21.0,21.0,1,0,1,2,2.0,0
1078,1079,17.0,8.05,0,2,0,3,2.0,0
1079,1080,28.0,69.55,1,8,2,3,2.0,0
1080,1081,40.0,13.0,0,0,0,2,2.0,0
1081,1082,34.0,26.0,0,1,0,2,2.0,0
1082,1083,28.0,26.0,0,0,0,1,2.0,0
1083,1084,11.5,14.5,0,1,1,3,2.0,0
1084,1085,61.0,12.35,0,0,0,2,1.0,0
1085,1086,8.0,32.5,0,0,2,2,2.0,0
1086,1087,33.0,7.8542,0,0,0,3,2.0,0
1087,1088,6.0,134.5,0,0,2,1,0.0,0
1088,1089,18.0,7.775,1,0,0,3,2.0,0
1089,1090,23.0,10.5,0,0,0,2,2.0,0
1090,1091,28.0,8.1125,1,0,0,3,2.0,0
1091,1092,28.0,15.5,1,0,0,3,1.0,0
1092,1093,0.33,14.4,0,0,2,3,2.0,0
1093,1094,47.0,227.525,0,1,0,1,0.0,0
1094,1095,8.0,26.0,1,1,1,2,2.0,0
1095,1096,25.0,10.5,0,0,0,2,2.0,0
1096,1097,28.0,25.7417,0,0,0,1,0.0,0
1097,1098,35.0,7.75,1,0,0,3,1.0,0
1098,1099,24.0,10.5,0,0,0,2,2.0,0
1099,1100,33.0,27.7208,1,0,0,1,0.0,0
1100,1101,25.0,7.8958,0,0,0,3,2.0,0
1101,1102,32.0,22.525,0,0,0,3,2.0,0
1102,1103,28.0,7.05,0,0,0,3,2.0,0
1103,1104,17.0,73.5,0,0,0,2,2.0,0
1104,1105,60.0,26.0,1,1,0,2,2.0,0
1105,1106,38.0,7.775,1,4,2,3,2.0,0
1106,1107,42.0,42.5,0,0,0,1,2.0,0
1107,1108,28.0,7.8792,1,0,0,3,1.0,0
1108,1109,57.0,164.8667,0,1,1,1,2.0,0
1109,1110,50.0,211.5,1,1,1,1,0.0,0
1110,1111,28.0,8.05,0,0,0,3,2.0,0
1111,1112,30.0,13.8583,1,1,0,2,0.0,0
1112,1113,21.0,8.05,0,0,0,3,2.0,0
1113,1114,22.0,10.5,1,0,0,2,2.0,0
1114,1115,21.0,7.7958,0,0,0,3,2.0,0
1115,1116,53.0,27.4458,1,0,0,1,0.0,0
1116,1117,28.0,15.2458,1,0,2,3,0.0,0
1117,1118,23.0,7.7958,0,0,0,3,2.0,0
1118,1119,28.0,7.75,1,0,0,3,1.0,0
1119,1120,40.5,15.1,0,0,0,3,2.0,0
1120,1121,36.0,13.0,0,0,0,2,2.0,0
1121,1122,14.0,65.0,0,0,0,2,2.0,0
1122,1123,21.0,26.55,1,0,0,1,2.0,0
1123,1124,21.0,6.4958,0,1,0,3,2.0,0
1124,1125,28.0,7.8792,0,0,0,3,1.0,0
1125,1126,39.0,71.2833,0,1,0,1,0.0,0
1126,1127,20.0,7.8542,0,0,0,3,2.0,0
1127,1128,64.0,75.25,0,1,0,1,0.0,0
1128,1129,20.0,7.225,0,0,0,3,0.0,0
1129,1130,18.0,13.0,1,1,1,2,2.0,0
1130,1131,48.0,106.425,1,1,0,1,0.0,0
1131,1132,55.0,27.7208,1,0,0,1,0.0,0
1132,1133,45.0,30.0,1,0,2,2,2.0,0
1133,1134,45.0,134.5,0,1,1,1,0.0,0
1134,1135,28.0,7.8875,0,0,0,3,2.0,0
1135,1136,28.0,23.45,0,1,2,3,2.0,0
1136,1137,41.0,51.8625,0,1,0,1,2.0,0
1137,1138,22.0,21.0,1,0,0,2,2.0,0
1138,1139,42.0,32.5,0,1,1,2,2.0,0
1139,1140,29.0,26.0,1,1,0,2,2.0,0
1140,1141,28.0,14.4542,1,1,0,3,0.0,0
1141,1142,0.92,27.75,1,1,2,2,2.0,0
1142,1143,20.0,7.925,0,0,0,3,2.0,0
1143,1144,27.0,136.7792,0,1,0,1,0.0,0
1144,1145,24.0,9.325,0,0,0,3,2.0,0
1145,1146,32.5,9.5,0,0,0,3,2.0,0
1146,1147,28.0,7.55,0,0,0,3,2.0,0
1147,1148,28.0,7.75,0,0,0,3,1.0,0
1148,1149,28.0,8.05,0,0,0,3,2.0,0
1149,1150,19.0,13.0,1,0,0,2,2.0,0
1150,1151,21.0,7.775,0,0,0,3,2.0,0
1151,1152,36.5,17.4,0,1,0,3,2.0,0
1152,1153,21.0,7.8542,0,0,0,3,2.0,0
1153,1154,29.0,23.0,1,0,2,2,2.0,0
1154,1155,1.0,12.1833,1,1,1,3,2.0,0
1155,1156,30.0,12.7375,0,0,0,2,0.0,0
1156,1157,28.0,7.8958,0,0,0,3,2.0,0
1157,1158,28.0,0.0,0,0,0,1,2.0,0
1158,1159,28.0,7.55,0,0,0,3,2.0,0
1159,1160,28.0,8.05,1,0,0,3,2.0,0
1160,1161,17.0,8.6625,0,0,0,3,2.0,0
1161,1162,46.0,75.2417,0,0,0,1,0.0,0
1162,1163,28.0,7.75,0,0,0,3,1.0,0
1163,1164,26.0,136.7792,1,1,0,1,0.0,0
1164,1165,28.0,15.5,1,1,0,3,1.0,0
1165,1166,28.0,7.225,0,0,0,3,0.0,0
1166,1167,20.0,26.0,1,1,0,2,2.0,0
1167,1168,28.0,10.5,0,0,0,2,2.0,0
1168,1169,40.0,26.0,0,1,0,2,2.0,0
1169,1170,30.0,21.0,0,1,0,2,2.0,0
1170,1171,22.0,10.5,0,0,0,2,2.0,0
1171,1172,23.0,8.6625,1,0,0,3,2.0,0
1172,1173,0.75,13.775,0,1,1,3,2.0,0
1173,1174,28.0,7.75,1,0,0,3,1.0,0
1174,1175,9.0,15.2458,1,1,1,3,0.0,0
1175,1176,2.0,20.2125,1,1,1,3,2.0,0
1176,1177,36.0,7.25,0,0,0,3,2.0,0
1177,1178,28.0,7.25,0,0,0,3,2.0,0
1178,1179,24.0,82.2667,0,1,0,1,2.0,0
1179,1180,28.0,7.2292,0,0,0,3,0.0,0
1180,1181,28.0,8.05,0,0,0,3,2.0,0
1181,1182,28.0,39.6,0,0,0,1,2.0,0
1182,1183,30.0,6.95,1,0,0,3,1.0,0
1183,1184,28.0,7.2292,0,0,0,3,0.0,0
1184,1185,53.0,81.8583,0,1,1,1,2.0,0
1185,1186,36.0,9.5,0,0,0,3,2.0,0
1186,1187,26.0,7.8958,0,0,0,3,2.0,0
1187,1188,1.0,41.5792,1,1,2,2,0.0,0
1188,1189,28.0,21.6792,0,2,0,3,0.0,0
1189,1190,30.0,45.5,0,0,0,1,2.0,0
1190,1191,29.0,7.8542,0,0,0,3,2.0,0
1191,1192,32.0,7.775,0,0,0,3,2.0,0
1192,1193,28.0,15.0458,0,0,0,2,0.0,0
1193,1194,43.0,21.0,0,0,1,2,2.0,0
1194,1195,24.0,8.6625,0,0,0,3,2.0,0
1195,1196,28.0,7.75,1,0,0,3,1.0,0
1196,1197,64.0,26.55,1,1,1,1,2.0,0
1197,1198,30.0,151.55,0,1,2,1,2.0,0
1198,1199,0.83,9.35,0,0,1,3,2.0,0
1199,1200,55.0,93.5,0,1,1,1,2.0,0
1200,1201,45.0,14.1083,1,1,0,3,2.0,0
1201,1202,18.0,8.6625,0,0,0,3,2.0,0
1202,1203,22.0,7.225,0,0,0,3,0.0,0
1203,1204,28.0,7.575,0,0,0,3,2.0,0
1204,1205,37.0,7.75,1,0,0,3,1.0,0
1205,1206,55.0,135.6333,1,0,0,1,0.0,0
1206,1207,17.0,7.7333,1,0,0,3,1.0,0
1207,1208,57.0,146.5208,0,1,0,1,0.0,0
1208,1209,19.0,10.5,0,0,0,2,2.0,0
1209,1210,27.0,7.8542,0,0,0,3,2.0,0
1210,1211,22.0,31.5,0,2,0,2,2.0,0
1211,1212,26.0,7.775,0,0,0,3,2.0,0
1212,1213,25.0,7.2292,0,0,0,3,0.0,0
1213,1214,26.0,13.0,0,0,0,2,2.0,0
1214,1215,33.0,26.55,0,0,0,1,2.0,0
1215,1216,39.0,211.3375,1,0,0,1,2.0,0
1216,1217,23.0,7.05,0,0,0,3,2.0,0
1217,1218,12.0,39.0,1,2,1,2,2.0,0
1218,1219,46.0,79.2,0,0,0,1,0.0,0
1219,1220,29.0,26.0,0,1,0,2,2.0,0
1220,1221,21.0,13.0,0,0,0,2,2.0,0
1221,1222,48.0,36.75,1,0,2,2,2.0,0
1222,1223,39.0,29.7,0,0,0,1,0.0,0
1223,1224,28.0,7.225,0,0,0,3,0.0,0
1224,1225,19.0,15.7417,1,1,1,3,0.0,0
1225,1226,27.0,7.8958,0,0,0,3,2.0,0
1226,1227,30.0,26.0,0,0,0,1,2.0,0
1227,1228,32.0,13.0,0,0,0,2,2.0,0
1228,1229,39.0,7.2292,0,0,2,3,0.0,0
1229,1230,25.0,31.5,0,0,0,2,2.0,0
1230,1231,28.0,7.2292,0,0,0,3,0.0,0
1231,1232,18.0,10.5,0,0,0,2,2.0,0
1232,1233,32.0,7.5792,0,0,0,3,2.0,0
1233,1234,28.0,69.55,0,1,9,3,2.0,0
1234,1235,58.0,512.3292,1,0,1,1,0.0,0
1235,1236,28.0,14.5,0,1,1,3,2.0,0
1236,1237,16.0,7.65,1,0,0,3,2.0,0
1237,1238,26.0,13.0,0,0,0,2,2.0,0
1238,1239,38.0,7.2292,1,0,0,3,0.0,0
1239,1240,24.0,13.5,0,0,0,2,2.0,0
1240,1241,31.0,21.0,1,0,0,2,2.0,0
1241,1242,45.0,63.3583,1,0,1,1,0.0,0
1242,1243,25.0,10.5,0,0,0,2,2.0,0
1243,1244,18.0,73.5,0,0,0,2,2.0,0
1244,1245,49.0,65.0,0,1,2,2,2.0,0
1245,1246,0.17,20.575,1,1,2,3,2.0,0
1246,1247,50.0,26.0,0,0,0,1,2.0,0
1247,1248,59.0,51.4792,1,2,0,1,2.0,0
1248,1249,28.0,7.8792,0,0,0,3,2.0,0
1249,1250,28.0,7.75,0,0,0,3,1.0,0
1250,1251,30.0,15.55,1,1,0,3,2.0,0
1251,1252,14.5,69.55,0,8,2,3,2.0,0
1252,1253,24.0,37.0042,1,1,1,2,0.0,0
1253,1254,31.0,21.0,1,0,0,2,2.0,0
1254,1255,27.0,8.6625,0,0,0,3,2.0,0
1255,1256,25.0,55.4417,1,1,0,1,0.0,0
1256,1257,28.0,69.55,1,1,9,3,2.0,0
1257,1258,28.0,14.4583,0,1,0,3,0.0,0
1258,1259,22.0,39.6875,1,0,0,3,2.0,0
1259,1260,45.0,59.4,1,0,1,1,0.0,0
1260,1261,29.0,13.8583,0,0,0,2,0.0,0
1261,1262,21.0,11.5,0,1,0,2,2.0,0
1262,1263,31.0,134.5,1,0,0,1,0.0,0
1263,1264,49.0,0.0,0,0,0,1,2.0,0
1264,1265,44.0,13.0,0,0,0,2,2.0,0
1265,1266,54.0,81.8583,1,1,1,1,2.0,0
1266,1267,45.0,262.375,1,0,0,1,0.0,0
1267,1268,22.0,8.6625,1,2,0,3,2.0,0
1268,1269,21.0,11.5,0,0,0,2,2.0,0
1269,1270,55.0,50.0,0,0,0,1,2.0,0
1270,1271,5.0,31.3875,0,4,2,3,2.0,0
1271,1272,28.0,7.75,0,0,0,3,1.0,0
1272,1273,26.0,7.8792,0,0,0,3,1.0,0
1273,1274,28.0,14.5,1,0,0,3,2.0,0
1274,1275,19.0,16.1,1,1,0,3,2.0,0
1275,1276,28.0,12.875,0,0,0,2,2.0,0
1276,1277,24.0,65.0,1,1,2,2,2.0,0
1277,1278,24.0,7.775,0,0,0,3,2.0,0
1278,1279,57.0,13.0,0,0,0,2,2.0,0
1279,1280,21.0,7.75,0,0,0,3,1.0,0
1280,1281,6.0,21.075,0,3,1,3,2.0,0
1281,1282,23.0,93.5,0,0,0,1,2.0,0
1282,1283,51.0,39.4,1,0,1,1,2.0,0
1283,1284,13.0,20.25,0,0,2,3,2.0,0
1284,1285,47.0,10.5,0,0,0,2,2.0,0
1285,1286,29.0,22.025,0,3,1,3,2.0,0
1286,1287,18.0,60.0,1,1,0,1,2.0,0
1287,1288,24.0,7.25,0,0,0,3,1.0,0
1288,1289,48.0,79.2,1,1,1,1,0.0,0
1289,1290,22.0,7.775,0,0,0,3,2.0,0
1290,1291,31.0,7.7333,0,0,0,3,1.0,0
1291,1292,30.0,164.8667,1,0,0,1,2.0,0
1292,1293,38.0,21.0,0,1,0,2,2.0,0
1293,1294,22.0,59.4,1,0,1,1,0.0,0
1294,1295,17.0,47.1,0,0,0,1,2.0,0
1295,1296,43.0,27.7208,0,1,0,1,0.0,0
1296,1297,20.0,13.8625,0,0,0,2,0.0,0
1297,1298,23.0,10.5,0,1,0,2,2.0,0
1298,1299,50.0,211.5,0,1,1,1,0.0,0
1299,1300,28.0,7.7208,1,0,0,3,1.0,0
1300,1301,3.0,13.775,1,1,1,3,2.0,0
1301,1302,28.0,7.75,1,0,0,3,1.0,0
1302,1303,37.0,90.0,1,1,0,1,1.0,0
1303,1304,28.0,7.775,1,0,0,3,2.0,0
1304,1305,28.0,8.05,0,0,0,3,2.0,0
1305,1306,39.0,108.9,1,0,0,1,0.0,0
1306,1307,38.5,7.25,0,0,0,3,2.0,0
1307,1308,28.0,8.05,0,0,0,3,2.0,0
1308,1309,28.0,22.3583,0,1,1,3,0.0,0
